"nmqm","Zentral","WL","Gebtyp.25","Haustyp.23","HZ.unvoll","Fussboden.HZ","bad.score.25","Kueche.offen","kue.score.23","Boden.Fak.23","Modern.Boden","Balkon.Terrasse","Besond.Ausst","Modern.Fenster","wfl.gekappt","bj","(weights)"
18.49,0,"durchschnittliche","anderer","anderer",FALSE,0,0,1,2,"guter",0,0,0,0,55,2003.5,0.135700758734018
19.48,0,"durchschnittliche","anderer","anderer",FALSE,0,2,0,0,"guter",0,0,0,0,67,1983,0.119090473102294
20.38,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"guter",0,0,0,0,73,1957.5,0.144410589568107
19.47,0,"durchschnittliche","Hochhaus","ENb",FALSE,0,0,0,1,"guter",0,1,0,0,47,1972,0.12983804018128
28.33,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,1,"guter",1,1,0,0,30,1972,0.072679789791899
12.62,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"guter",0,0,0,0,82,1957.5,0.0756552548518026
17.99,0,"durchschnittliche","Hochhaus","anderer",FALSE,0,1,0,0,"guter",1,1,0,0,72,1957.5,0.0878328616650042
16.64,0,"durchschnittliche","anderer","ENb",FALSE,0,0,0,0,"guter",0,1,0,0,74,1972,0.149354796949144
12,0,"durchschnittliche","Wohnblock","ENb",FALSE,0,0,0,0,"guter",0,1,1,0,70,1957.5,0.142181191175774
16.67,0,"durchschnittliche","anderer","ENb",FALSE,0,1,0,2,"guter",1,1,1,0,78,1957.5,0.0906088352224557
6.06,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"anderer",0,1,1,0,72,1983,0.135655125409703
15.28,0,"durchschnittliche","anderer","ENb",FALSE,0,0,0,0,"guter",0,1,0,0,66,1972,0.143284958860275
14.05,0,"durchschnittliche","anderer","ENb",FALSE,0,0,0,0,"einfacher",0,1,0,0,65,1957.5,0.143690285860058
7.45,0,"durchschnittliche","anderer","anderer",FALSE,0,1,1,3,"guter",0,1,1,0,58,1957.5,0.119828674014517
12.88,0,"durchschnittliche","Wohnblock","ENb",FALSE,0,0,0,0,"guter",0,1,0,0,82,1972,0.155681482737121
16.5,0,"durchschnittliche","anderer","anderer",FALSE,0,2,0,3,"guter",1,1,0,0,103,1972,0.095189936905118
13.84,0,"durchschnittliche","anderer","anderer",FALSE,0,3,0,0,"guter",0,0,1,0,140,2003.5,0.152148710497591
17.36,0,"durchschnittliche","anderer","anderer",FALSE,0,2,0,0,"guter",1,1,0,0,70,1957.5,0.0389825384450516
22.55,0,"durchschnittliche","Wohnblock","anderer",FALSE,0,0,0,2,"guter",1,1,0,0,55,1983,0.0948231754681808
22.73,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,1,"guter",0,1,0,0,44,1957.5,0.111435483558874
21.66,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"anderer",0,1,0,0,38,1972,0.110641901675846
20.91,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,2,"guter",0,1,0,0,33,1972,0.120743068072162
6.56,0,"durchschnittliche","Wohnblock","ENb",FALSE,0,1,0,0,"anderer",0,1,0,0,70,1972,0.117152247159756
12.22,0,"durchschnittliche","anderer","ENb",FALSE,0,2,0,0,"ohne",0,0,0,0,50,1972,0.16940714654662
8.96,0,"durchschnittliche","Wohnblock","sehr.einfacher",FALSE,0,2,1,0,"anderer",0,1,0,0,48,1939,0.0778508752494045
15.39,0,"durchschnittliche","anderer","ENb",FALSE,0,1,0,0,"einfacher",1,1,0,0,64,1957.5,0.0873947351173765
5.93,0,"durchschnittliche","Wohnblock","anderer",FALSE,0,0,0,0,"einfacher",0,1,0,0,82,1993.5,0.0836554297516772
13.97,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,3,"einfacher",0,1,0,0,76,1993.5,0.162185061317209
14.75,0,"durchschnittliche","Wohnblock","anderer",FALSE,0,0,0,3,"guter",0,1,0,0,59,1993.5,0.143177099278856
8.29,0,"durchschnittliche","Wohnblock","anderer",FALSE,0,1,0,0,"einfacher",0,1,0,0,70,1993.5,0.141008363659149
17.3,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"guter",0,0,1,0,46,2013.5,0.111376374370159
18,0,"durchschnittliche","Wohnblock","anderer",FALSE,0,0,0,0,"guter",1,1,0,0,75,1993.5,0.106041075668568
16.82,0,"durchschnittliche","anderer","anderer",FALSE,0,3,1,0,"guter",0,0,1,0,96,2013.5,0.104148857714914
17.7,0,"durchschnittliche","Wohnblock","anderer",FALSE,0,0,0,3,"guter",0,1,0,0,61,1993.5,0.144670023323957
22.07,0,"durchschnittliche","anderer","anderer",FALSE,0,2,1,0,"anderer",0,1,1,0,81,1972,0.111243094688262
13.89,0,"durchschnittliche","anderer","anderer",FALSE,0,0,1,0,"guter",0,1,1,0,54,1972,0.134638928759641
16.07,0,"durchschnittliche","anderer","anderer",FALSE,0,2,1,3,"guter",0,0,1,0,84,2013.5,0.109114025878254
4.88,0,"durchschnittliche","Hochhaus","ENb",FALSE,0,0,0,0,"einfacher",0,1,0,0,75,1972,0.155710714880011
20.65,0,"gute","anderer","anderer",FALSE,0,2,1,0,"guter",0,0,1,0,68,2013.5,0.106978334863081
18.63,0,"durchschnittliche","anderer","anderer",FALSE,0,2,1,3,"guter",0,0,1,0,80,2013.5,0.0534369680739554
11.21,0,"durchschnittliche","anderer","ENb",FALSE,0,0,0,0,"guter",0,1,1,0,105,1957.5,0.170478519661003
14.31,0,"durchschnittliche","anderer","ENb",FALSE,0,0,0,2,"guter",0,1,0,0,65,1972,0.0712718796234141
11.33,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"guter",0,0,0,0,75,1972,0.0750656824390571
11.8,0,"durchschnittliche","Wohnblock","sehr.einfacher",FALSE,0,1,1,0,"guter",0,0,0,0,40,1939,0.0932611225824803
11.73,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,81,1972,0.154876228244634
14.52,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,3,"guter",0,1,0,0,63,1993.5,0.146178489224891
9.86,0,"gute","anderer","anderer",FALSE,0,1,0,0,"ohne",0,1,0,0,121,1972,0.29076929364069
14.93,0,"gute","anderer","anderer",FALSE,0,2,0,0,"guter",0,1,0,0,75,1983,0.132235092059461
13.4,0,"gute","anderer","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,62,1983,0.153663537317301
11.69,0,"gute","anderer","sehr.einfacher",FALSE,0,1,0,0,"anderer",0,0,0,0,77,1918,0.117190598967357
14.31,0,"gute","anderer","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,64,1993.5,0.078263119436824
12.21,0,"gute","anderer","anderer",FALSE,0,0,1,0,"einfacher",0,0,0,0,95,2003.5,0.184489955299905
17.86,0,"gute","anderer","anderer",FALSE,0,1,0,0,"guter",0,0,0,0,84,2003.5,0.150695160391778
17.65,0,"gute","anderer","anderer",FALSE,0,2,0,3,"guter",0,0,0,0,68,1983,0.127520683160664
12.98,0,"durchschnittliche","Wohnblock","anderer",FALSE,0,0,1,0,"guter",0,1,0,0,92,1983,0.0842669876762105
12.48,0,"durchschnittliche","Wohnblock","einfacher",FALSE,0,1,0,0,"einfacher",0,0,0,0,48,1924,0.103797843682527
13.24,0,"durchschnittliche","anderer","guter",FALSE,0,0,0,0,"guter",0,0,0,0,68,1939,0.12023360457158
12.2,0,"durchschnittliche","Wohnblock","einfacher",FALSE,0,0,0,0,"einfacher",0,0,0,0,46,1924,0.114534197755951
9.16,0,"durchschnittliche","Wohnblock","einfacher",FALSE,0,0,0,0,"einfacher",0,1,0,0,49,1924,0.116330434344922
12.56,0,"durchschnittliche","anderer","ENb",FALSE,0,0,0,2,"guter",0,1,0,0,62,1957.5,0.136402725826021
11.67,0,"durchschnittliche","anderer","sehr.einfacher",FALSE,0,0,0,0,"guter",0,0,0,0,50,1924,0.112745436655301
15.89,0,"durchschnittliche","anderer","anderer",FALSE,0,0,1,0,"anderer",0,0,0,0,56,2013.5,0.104740010570076
11.47,0,"durchschnittliche","anderer","anderer",FALSE,0,0,1,0,"einfacher",0,1,0,0,43,1957.5,0.128194705476375
17.53,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,2,"guter",0,1,1,0,96,1983,0.154327716826573
24.5,0,"beste","anderer","anderer",FALSE,0,4,0,0,"guter",0,0,1,0,99,2013.5,0.0653777237830337
18,0,"durchschnittliche","anderer","anderer",FALSE,0,1,1,3,"guter",0,1,1,0,55,1993.5,0.12577984053934
19.63,0,"durchschnittliche","Wohnblock","guter",FALSE,0,2,0,0,"guter",0,1,0,0,98,1939,0.113002458598068
13.28,0,"gute","Hochhaus","ENb",FALSE,1,0,0,3,"guter",0,1,0,0,58,1972,0.107721800184357
22.94,0,"gute","Hochhaus","anderer",FALSE,1,0,0,0,"anderer",0,1,0,0,34,1972,0.0849240550960659
19.33,0,"gute","anderer","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,21,1972,0.120858699432457
14,0,"gute","anderer","guter",FALSE,0,1,0,0,"guter",0,0,0,0,52,1939,0.105726744341692
17.77,1,"gute","anderer","anderer",FALSE,0,1,0,0,"guter",0,1,0,0,65,1993.5,0.039551822467175
18.33,1,"gute","Hochhaus","anderer",FALSE,0,1,0,2,"guter",0,1,1,0,36,1972,0.0656793921866089
15.32,1,"gute","anderer","anderer",FALSE,0,1,0,3,"guter",0,0,0,0,74,2003.5,0.0802022195985748
12.47,1,"gute","anderer","anderer",FALSE,0,0,0,0,"ohne",0,1,0,0,77,1993.5,0.149883142956728
15.44,1,"gute","anderer","anderer",FALSE,0,1,0,0,"guter",0,1,0,0,68,1957.5,0.0753608275065599
26.59,1,"gute","anderer","anderer",FALSE,0,2,1,3,"guter",0,0,1,0,70,2013.5,0.0302956136546773
12.07,1,"gute","anderer","anderer",FALSE,0,0,0,0,"anderer",0,1,0,0,115,1957.5,0.0957294225323482
18.68,1,"gute","anderer","anderer",FALSE,0,1,0,0,"guter",0,1,0,0,38,1983,0.0682124352645495
12.31,1,"gute","anderer","anderer",FALSE,0,1,0,0,"guter",0,1,0,0,39,1957.5,0.0648365490276439
18.39,1,"gute","Hochhaus","anderer",FALSE,1,2,0,3,"guter",0,1,0,0,56,1957.5,0.0467234877818414
18.23,1,"beste","anderer","anderer",FALSE,0,1,0,2,"guter",0,1,0,0,130,1972,0.100273790599946
23.29,1,"gute","anderer","anderer",FALSE,0,3,0,0,"guter",0,1,1,0,73,1983,0.0657959447878261
9.07,1,"gute","anderer","anderer",FALSE,0,1,0,0,"guter",0,0,0,0,97,2013.5,0.0777090913646716
12.3,1,"gute","anderer","guter",FALSE,0,2,0,0,"guter",1,0,0,0,61,1918,0.0413982425042691
15.63,1,"gute","anderer","guter",FALSE,0,3,0,0,"guter",0,0,0,0,48,1918,0.0509193950746759
20.83,1,"gute","anderer","anderer",FALSE,0,2,1,2,"guter",0,0,1,0,65,2013.5,0.0590402168799598
13.73,1,"gute","anderer","einfacher",FALSE,0,1,0,0,"guter",0,0,0,0,75,1918,0.0728122776068786
18.7,1,"gute","anderer","einfacher",FALSE,1,2,0,0,"guter",0,1,1,0,160,1918,0.0746559214285057
18.42,1,"gute","anderer","guter",FALSE,0,0,0,0,"guter",0,1,1,0,80,1939,0.0764035576201273
14.26,1,"gute","anderer","anderer",FALSE,0,0,0,0,"einfacher",0,1,0,0,34,1972,0.0751662161799176
16.8,1,"gute","anderer","einfacher",FALSE,0,1,0,0,"guter",0,1,0,0,160,1924,0.106821592812602
24.77,1,"gute","Wohnblock","anderer",FALSE,0,2,0,0,"anderer",0,1,0,0,20,1957.5,0.0470494571325972
26.83,1,"gute","anderer","anderer",FALSE,0,2,1,0,"guter",1,0,1,0,110,2013.5,0.0508230848017787
12.26,1,"gute","anderer","einfacher",FALSE,0,1,0,0,"guter",0,0,0,1,65,1918,0.0691323613678886
12.61,1,"gute","Wohnblock","einfacher",FALSE,0,0,0,0,"anderer",0,1,0,0,61,1924,0.0636400868013445
7.26,1,"gute","anderer","einfacher",FALSE,0,0,0,0,"guter",0,1,0,0,82,1924,0.0794760647205827
18.63,1,"gute","anderer","anderer",FALSE,0,2,1,0,"guter",0,0,0,0,102,2003.5,0.0831755636378508
27,1,"gute","anderer","anderer",FALSE,0,4,1,3,"guter",0,0,1,0,100,2020,0.0455207992334779
21.06,1,"gute","anderer","anderer",FALSE,0,3,1,0,"anderer",0,1,0,0,158,1957.5,0.0863248817917648
10.04,1,"gute","anderer","einfacher",TRUE,0,1,0,0,"guter",0,1,0,1,108,1918,0.086402719337962
13.17,1,"gute","anderer","anderer",FALSE,0,1,0,1,"guter",1,1,0,0,70,1972,0.0267024300457081
12.61,1,"gute","anderer","ENb",FALSE,0,0,0,0,"guter",0,1,0,0,66,1957.5,0.0831559313168424
12.9,1,"gute","anderer","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,91,1983,0.100114220822988
29.73,1,"gute","anderer","anderer",TRUE,0,2,0,0,"guter",0,0,0,0,45,2020,0.0425436297187933
30.23,1,"gute","anderer","anderer",FALSE,0,0,0,2,"guter",0,0,1,0,27,2020,0.0481711727885898
21.29,1,"gute","anderer","anderer",FALSE,0,3,0,0,"guter",0,0,0,0,140,2022.5,0.0564381961315462
13.33,1,"beste","Wohnblock","anderer",FALSE,0,0,0,3,"einfacher",0,1,0,0,75,1972,0.0435897837594572
19.97,1,"gute","anderer","guter",FALSE,0,2,0,0,"guter",1,1,1,0,150,1918,0.0656799010497473
12.75,1,"beste","anderer","ENb",FALSE,0,2,0,0,"guter",0,0,0,0,62,1972,0.0316047607500539
18.58,1,"beste","anderer","anderer",FALSE,0,0,0,0,"guter",0,0,0,0,60,2003.5,0.0389862268357819
12.95,1,"beste","anderer","einfacher",FALSE,0,0,0,0,"guter",0,0,0,0,58,1924,0.0657985076690351
16.05,1,"beste","anderer","guter",FALSE,0,1,1,3,"einfacher",0,0,0,0,58,1918,0.0648331163295957
19.38,1,"gute","anderer","anderer",FALSE,0,1,0,0,"guter",0,1,0,0,68,1957.5,0.0753608275065599
20.69,1,"beste","anderer","anderer",FALSE,0,1,0,3,"guter",0,1,1,0,65,1993.5,0.0741706719407538
20,1,"gute","anderer","anderer",FALSE,0,1,0,0,"guter",0,0,0,0,66,2022.5,0.047798269116524
15.31,1,"gute","Hochhaus","anderer",FALSE,0,1,1,0,"guter",0,1,0,0,98,1972,0.090589981712145
13.66,1,"gute","anderer","anderer",FALSE,0,0,0,0,"anderer",0,1,0,0,49,1957.5,0.067981842674375
16.36,1,"gute","Hochhaus","anderer",FALSE,0,0,0,3,"guter",0,1,0,0,55,1972,0.0808134671210986
16.92,1,"gute","anderer","guter",FALSE,0,5,0,3,"guter",0,0,1,0,99,1918,0.0533639707556273
16.78,1,"beste","Wohnblock","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,39,1993.5,0.0722629839948027
16.68,1,"beste","anderer","anderer",FALSE,0,1,0,0,"guter",0,0,0,0,57,1972,0.0686708285640655
20.51,1,"gute","anderer","anderer",FALSE,1,0,0,0,"guter",0,1,0,0,39,1972,0.0547156408897641
23.91,1,"gute","anderer","anderer",FALSE,0,0,0,2,"guter",0,0,0,0,23,1993.5,0.0709305323235247
17.73,1,"gute","anderer","ENb",FALSE,0,0,0,0,"einfacher",0,1,0,0,28,1957.5,0.0708169418293165
36.85,1,"gute","anderer","anderer",FALSE,0,1,0,2,"guter",1,0,0,0,27,1972,0.0427282668926334
28.57,1,"gute","anderer","ENb",FALSE,0,0,1,2,"guter",1,0,0,0,28,1957.5,0.0465428195088015
21.25,1,"gute","anderer","guter",FALSE,0,2,0,0,"guter",0,1,1,0,160,1918,0.101482892527025
18.18,1,"gute","anderer","anderer",FALSE,0,0,0,1,"guter",0,0,0,0,33,1957.5,0.0350368327403597
17.46,1,"gute","anderer","einfacher",FALSE,0,0,0,3,"guter",0,1,0,0,63,1918,0.0762831922224362
23.91,1,"gute","anderer","anderer",FALSE,0,1,0,2,"guter",0,0,0,0,46,2013.5,0.0596487377980347
16.92,1,"gute","anderer","einfacher",FALSE,0,1,0,1,"guter",0,1,0,0,52,1939,0.0592644288239985
22.49,1,"gute","anderer","anderer",FALSE,0,0,0,2,"einfacher",0,1,0,0,23,1983,0.0729741159169234
25,1,"gute","anderer","anderer",FALSE,0,0,0,1,"guter",0,0,0,0,22,1957.5,0.0661869353495946
26.46,1,"gute","anderer","einfacher",FALSE,0,0,0,2,"guter",0,1,0,1,56,1924,0.0694504751864581
20.93,1,"beste","Wohnblock","ENb",FALSE,0,3,0,0,"guter",1,1,0,0,123,1957.5,0.0515361301282076
22.18,1,"beste","anderer","anderer",FALSE,0,1,0,0,"guter",0,0,1,0,62,2003.5,0.0706632884239539
14.03,1,"beste","anderer","ENb",FALSE,0,1,0,0,"guter",0,0,0,0,77,1957.5,0.0740375345063276
18.57,1,"beste","anderer","guter",FALSE,0,0,1,1,"guter",0,0,0,0,28,1918,0.0596511316260809
13.35,1,"beste","anderer","anderer",FALSE,0,3,0,3,"guter",0,0,0,0,152,2013.5,0.0779608845533525
13.16,1,"beste","anderer","einfacher",FALSE,0,1,0,0,"guter",0,0,0,1,98,1918,0.0769202862013313
20.59,1,"beste","anderer","anderer",FALSE,0,0,0,1,"guter",0,0,0,0,34,1972,0.0679534234494018
18.16,1,"beste","anderer","anderer",FALSE,0,3,0,3,"guter",0,0,0,0,125,2003.5,0.0788098676841875
12.83,1,"gute","anderer","anderer",FALSE,0,1,0,0,"guter",0,1,1,0,83,1957.5,0.0814571980280157
13.33,1,"beste","anderer","anderer",FALSE,0,1,0,0,"guter",1,0,1,0,60,1957.5,0.0462087883444688
13.26,1,"gute","Hochhaus","anderer",FALSE,0,2,0,0,"guter",0,1,1,0,86,1957.5,0.0742050922573201
16.85,1,"beste","Hochhaus","ENb",FALSE,0,2,0,0,"guter",0,1,0,0,100,1957.5,0.0748169738100261
20.53,1,"beste","anderer","guter",FALSE,0,3,0,2,"guter",0,1,0,0,150,1918,0.0810313939659162
12.13,1,"beste","anderer","einfacher",FALSE,0,1,0,0,"guter",0,0,0,0,61,1918,0.0634902953853933
18.02,1,"gute","anderer","anderer",FALSE,0,1,0,2,"guter",1,1,1,0,54,1972,0.0491520251052649
19.3,1,"gute","Wohnblock","guter",FALSE,0,1,0,3,"anderer",0,1,0,0,57,1924,0.0559072838027558
16.72,1,"gute","Wohnblock","anderer",FALSE,0,1,0,0,"guter",0,0,0,0,58,1957.5,0.0715519126118071
14.63,1,"gute","anderer","einfacher",FALSE,0,0,1,3,"guter",0,1,0,0,54,1924,0.0343668753273625
16.62,0,"gute","anderer","anderer",FALSE,0,3,0,0,"guter",0,0,1,0,68,2003.5,0.111572890986393
14.93,0,"gute","anderer","anderer",FALSE,0,3,0,0,"guter",0,0,1,0,67,2013.5,0.0954533470782702
10.32,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"einfacher",0,1,0,0,56,1983,0.145027898646318
19.88,0,"gute","anderer","anderer",FALSE,0,3,1,0,"guter",0,0,1,0,85,2013.5,0.104792862130903
15.26,0,"durchschnittliche","anderer","anderer",FALSE,0,3,0,2,"guter",1,0,1,0,95,2003.5,0.0821258848834171
15.78,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,3,"guter",0,1,0,0,72,1957.5,0.128852973871401
18.81,0,"durchschnittliche","anderer","anderer",FALSE,0,2,0,0,"guter",0,0,0,0,109,2013.5,0.0621091677768121
13.1,0,"durchschnittliche","Hochhaus","anderer",FALSE,0,1,0,0,"guter",0,1,0,0,87,1957.5,0.139276456473781
17.11,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"guter",0,0,0,0,28,1957.5,0.114348272760831
14.78,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,3,"guter",0,1,0,0,90,1983,0.074799860220572
13.58,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,0,"guter",0,1,0,0,106,1972,0.158138439788853
14.82,0,"gute","anderer","anderer",FALSE,0,0,1,0,"guter",0,0,0,0,56,2013.5,0.0624799891728248
15.51,0,"durchschnittliche","anderer","anderer",FALSE,0,2,0,3,"guter",0,0,1,0,89,2003.5,0.130213692594225
16.07,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,2,"guter",0,1,0,0,56,1983,0.139831330078696
8.18,0,"durchschnittliche","Wohnblock","anderer",FALSE,0,0,0,0,"anderer",0,1,0,0,72,1957.5,0.128274307735438
15.69,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,3,"guter",0,1,0,0,37,1993.5,0.114567550160022
15.83,0,"gute","anderer","anderer",FALSE,0,0,1,0,"einfacher",0,0,0,0,60,2003.5,0.153866227047954
18.93,0,"gute","anderer","anderer",FALSE,0,4,1,0,"guter",0,0,1,0,84,2020,0.0747421450135482
17.71,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,3,"guter",0,0,0,0,70,2013.5,0.11313619475409
17.5,0,"durchschnittliche","anderer","anderer",FALSE,0,1,0,2,"einfacher",1,1,0,0,80,1993.5,0.101234841649702
11.6,0,"gute","anderer","anderer",FALSE,0,2,1,0,"guter",0,0,1,0,87,2020,0.0943684297542966
18.06,0,"durchschnittliche","anderer","anderer",FALSE,0,0,1,0,"guter",0,1,0,0,96,1993.5,0.173463332415119
12.58,0,"durchschnittliche","anderer","anderer",FALSE,0,0,1,3,"guter",0,1,1,0,89,1993.5,0.167279358141005
14.2,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,81,1993.5,0.160481460792021
12.89,0,"gute","anderer","anderer",FALSE,0,1,1,0,"guter",0,0,0,0,57,2020,0.0900553549512079
10.92,0,"durchschnittliche","Hochhaus","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,71,1957.5,0.142920478182439
13.56,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"guter",1,1,0,0,72,1993.5,0.104404042445007
13,0,"gute","anderer","anderer",FALSE,0,2,1,0,"guter",0,0,0,0,56,2020,0.0803534761428977
17.19,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,3,"guter",0,1,0,0,64,1993.5,0.0734693004457485
15,0,"gute","Wohnblock","anderer",FALSE,1,3,0,3,"guter",0,1,0,0,110,1983,0.104614792904989
12.22,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"guter",1,1,0,0,91,1993.5,0.115215075059169
11.26,0,"durchschnittliche","Hochhaus","anderer",FALSE,0,2,0,2,"einfacher",0,1,0,0,87,1972,0.133303124163016
10.65,0,"durchschnittliche","Hochhaus","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,72,1972,0.147813677787008
12.82,0,"durchschnittliche","Hochhaus","anderer",FALSE,0,0,0,3,"guter",1,1,0,0,78,1957.5,0.101023604307157
16.07,0,"durchschnittliche","Wohnblock","anderer",FALSE,0,1,0,0,"einfacher",1,1,1,0,56,1972,0.0862647099635055
12.72,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"einfacher",0,1,0,0,57,1993.5,0.146965554795529
8.51,0,"durchschnittliche","anderer","anderer",FALSE,0,4,1,3,"guter",1,0,1,0,94,1993.5,0.075728024896186
16,0,"durchschnittliche","Hochhaus","anderer",FALSE,0,2,0,0,"guter",1,1,0,0,54,1972,0.0738292761956768
10.33,0,"durchschnittliche","anderer","anderer",FALSE,0,2,0,0,"guter",0,1,0,0,92,1983,0.135576007921883
18.16,0,"durchschnittliche","anderer","anderer",FALSE,0,1,1,2,"guter",0,0,1,0,49,2013.5,0.101460952729314
12,0,"durchschnittliche","Hochhaus","anderer",FALSE,0,0,0,0,"guter",0,1,0,0,75,1957.5,0.0729581095414015
17.2,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,3,"guter",0,1,0,0,50,1993.5,0.136647023538547
8.46,0,"durchschnittliche","anderer","anderer",FALSE,0,0,0,0,"einfacher",0,0,0,0,39,2003.5,0.129534564621288
12.16,0,"durchschnittliche","Hochhaus","anderer",FALSE,1,0,0,0,"einfacher",0,0,0,0,78,1957.5,0.113078167360616
21.09,0,"durchschnittliche","Hochhaus","anderer",FALSE,0,0,0,2,"guter",0,0,0,0,32,1957.5,0.116745838942664
16.98,0,"durchschnittliche","anderer","anderer",FALSE,0,3,0,0,"guter",0,0,0,0,88,2013.5,0.099916450492306
16.57,0,"durchschnittliche","anderer","anderer",FALSE,1,0,0,2,"guter",0,0,0,0,35,1983,0.0922503722204657
4.44,0,"durchschnittliche","anderer","einfacher",FALSE,0,2,1,0,"guter",0,0,0,0,90,1939,0.108410246875631
11.44,0,"durchschnittliche","Wohnblock","anderer",FALSE,0,1,0,0,"guter",0,1,0,0,73,1983,0.13697561439415
27.21,0,"beste","anderer","anderer",FALSE,0,3,0,0,"guter",0,1,1,0,95,1972,0.0827998255773488
14.06,0,"beste","anderer","anderer",FALSE,0,0,0,0,"guter",1,1,1,0,64,1972,0.0666084545657576
19.87,0,"beste","anderer","anderer",FALSE,0,3,1,3,"guter",1,1,1,0,150,1972,0.0750698692438287
17.39,0,"beste","anderer","anderer",FALSE,0,2,0,3,"guter",0,1,1,0,138,1983,0.118592342490987
15.28,0,"gute","Hochhaus","anderer",FALSE,0,2,0,3,"guter",0,1,0,0,72,1957.5,0.123110015017014
8.02,0,"beste","anderer","ENb",FALSE,0,0,0,0,"guter",0,1,0,0,91,1972,0.112402919502618
16.16,1,"beste","anderer","anderer",FALSE,0,0,0,0,"anderer",0,1,0,0,99,1957.5,0.0826124436687549
17.33,1,"gute","anderer","ENb",FALSE,0,1,0,0,"guter",0,1,0,0,36,1957.5,0.0638353523749496
11.01,1,"durchschnittliche","anderer","sehr.einfacher",FALSE,0,0,0,0,"anderer",0,1,0,0,84,1918,0.0897904842994174
14.46,1,"durchschnittliche","anderer","einfacher",FALSE,0,0,0,0,"guter",0,1,0,0,92,1918,0.10482258304455
15.67,1,"beste","anderer","guter",FALSE,0,1,0,0,"guter",0,1,0,0,97,1939,0.070175288857209
18.95,0,"gute","anderer","anderer",FALSE,0,2,1,3,"guter",0,0,0,0,110,2013.5,0.133011500116841
14.4,0,"gute","anderer","anderer",FALSE,0,1,1,3,"guter",0,0,0,0,96,2003.5,0.160370893133676
11.48,0,"durchschnittliche","Hochhaus","anderer",FALSE,0,0,0,0,"einfacher",0,1,0,0,71,1972,0.152513887549074
20.33,0,"durchschnittliche","Hochhaus","anderer",FALSE,0,0,0,0,"einfacher",0,1,0,0,55,1972,0.140368710980386
13.19,0,"durchschnittliche","Wohnblock","anderer",FALSE,0,1,0,0,"guter",1,1,0,0,72,1957.5,0.0878328616650042
19.54,0,"gute","anderer","anderer",FALSE,0,1,0,3,"guter",0,0,0,0,76,2003.5,0.144571153483702
9.21,0,"gute","Wohnblock","anderer",FALSE,0,0,0,1,"anderer",0,1,0,0,56,1983,0.132999087058855
19.2,0,"durchschnittliche","Wohnblock","anderer",FALSE,0,2,0,0,"guter",0,1,0,0,44,1972,0.0514172754084155
14.62,0,"gute","anderer","anderer",FALSE,0,2,0,0,"guter",0,0,0,0,79,2003.5,0.131700071309715
15.4,0,"gute","anderer","anderer",FALSE,0,3,1,0,"guter",0,0,1,0,87,2013.5,0.10588539616395
15,0,"gute","Hochhaus","anderer",FALSE,1,0,1,1,"guter",0,1,0,0,56,1972,0.106610136244195
